location,year,month,disaster_type,prob_ACCIDENT,prob_COLLAPSE,prob_COMERCIAL FIRE,prob_DISASTER_TYPE,prob_DROWN,prob_DROWNING,prob_EPIDEMIC,prob_EXPLOSION,prob_FIRE,prob_FLOOD,prob_INDUSTRIAL FIRE,prob_LANDSLIDE,prob_LIGHTNING,prob_MAN MADE (BUILDING COLLAPSE),prob_MAN MADE(BUILDING COLLAPSE),prob_MAN_MADE,prob_PEST_INFESTATION,prob_RAIN_STORM,prob_TIDAL_WAVE,prob_WIND_STORM
BEPOSO,2024,1,RAIN_STORM,0.1,0.03,0.01,0.0,0.01,0.0,0.21,0.03,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.15,0.01,0.23,0.02,0.07
ABOADZE,2024,1,EPIDEMIC,0.09,0.03,0.01,0.0,0.01,0.0,0.18,0.07,0.09,0.04,0.06,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.02,0.06
ABUESI,2024,1,EPIDEMIC,0.1,0.03,0.01,0.0,0.01,0.0,0.19,0.07,0.06,0.04,0.06,0.0,0.0,0.0,0.0,0.17,0.0,0.18,0.02,0.06
SHAMA,2024,1,EPIDEMIC,0.13,0.02,0.03,0.01,0.01,0.02,0.22,0.02,0.1,0.03,0.0,0.02,0.0,0.0,0.03,0.13,0.0,0.09,0.03,0.11
OBENKROM,2024,1,MAN_MADE,0.17,0.04,0.04,0.01,0.02,0.0,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.19,0.0,0.09,0.03,0.1
AKPANDUE,2024,1,EPIDEMIC,0.1,0.04,0.01,0.0,0.01,0.0,0.22,0.07,0.05,0.04,0.06,0.0,0.0,0.0,0.0,0.14,0.0,0.16,0.02,0.08
NEW BANKATA,2024,1,EPIDEMIC,0.15,0.04,0.05,0.02,0.02,0.0,0.19,0.02,0.04,0.03,0.0,0.01,0.0,0.0,0.01,0.15,0.01,0.11,0.05,0.1
ASEMKO,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.06,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.14,0.01,0.19,0.02,0.06
AWIEBO,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
BOBRAMA,2024,1,EPIDEMIC,0.12,0.06,0.02,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.02,0.08
KIKAM,2024,1,EPIDEMIC,0.13,0.04,0.04,0.02,0.02,0.0,0.22,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.09
NKROFUL,2024,1,EPIDEMIC,0.11,0.03,0.04,0.01,0.0,0.0,0.17,0.01,0.06,0.05,0.03,0.01,0.0,0.0,0.01,0.13,0.04,0.15,0.02,0.13
SANZULE EWE COMMUNITY,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.02,0.18,0.02,0.06,0.03,0.0,0.02,0.0,0.0,0.02,0.16,0.0,0.08,0.03,0.13
NSUAEM . DOMPIM,2024,1,EPIDEMIC,0.16,0.04,0.05,0.02,0.02,0.0,0.18,0.02,0.05,0.04,0.0,0.01,0.0,0.0,0.01,0.17,0.0,0.1,0.03,0.1
"NKAMPONASE,DOMPIM",2024,1,EPIDEMIC,0.15,0.04,0.05,0.02,0.02,0.0,0.19,0.02,0.05,0.04,0.0,0.01,0.0,0.0,0.01,0.16,0.01,0.11,0.03,0.09
BENSO,2024,1,EPIDEMIC,0.1,0.04,0.01,0.0,0.01,0.0,0.24,0.05,0.06,0.02,0.02,0.0,0.0,0.0,0.0,0.16,0.01,0.2,0.02,0.06
DOMPIM,2024,1,EPIDEMIC,0.11,0.04,0.02,0.0,0.0,0.0,0.22,0.02,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.14,0.03,0.16,0.03,0.12
ADIEWOSO,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.22,0.07,0.02,0.07,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.02,0.08
RAILWAY QTR,2024,1,EPIDEMIC,0.13,0.03,0.03,0.01,0.01,0.01,0.22,0.02,0.09,0.03,0.0,0.02,0.0,0.0,0.02,0.16,0.0,0.1,0.03,0.09
ESSAMAN,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
NEW MANKESSIM,2024,1,EPIDEMIC,0.15,0.04,0.05,0.02,0.02,0.0,0.18,0.02,0.04,0.03,0.0,0.01,0.0,0.0,0.01,0.16,0.01,0.11,0.05,0.1
SIMPA,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.03,0.18,0.02,0.07,0.03,0.0,0.02,0.0,0.0,0.02,0.15,0.0,0.08,0.03,0.12
AKOON,2024,1,RAIN_STORM,0.09,0.03,0.01,0.0,0.0,0.0,0.16,0.03,0.04,0.07,0.11,0.0,0.01,0.0,0.0,0.13,0.01,0.19,0.02,0.1
TARKWA,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.03,0.02,0.17,0.02,0.07,0.02,0.0,0.03,0.0,0.0,0.02,0.15,0.0,0.09,0.02,0.13
NZEMALINE,2024,1,MAN_MADE,0.17,0.04,0.04,0.01,0.02,0.0,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.19,0.0,0.09,0.03,0.1
AKYEPIM,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.02,0.08
NSUOPUN,2024,1,EPIDEMIC,0.16,0.04,0.05,0.02,0.02,0.0,0.18,0.02,0.05,0.04,0.0,0.01,0.0,0.0,0.01,0.17,0.0,0.1,0.03,0.1
ADANSE,2024,1,EPIDEMIC,0.1,0.04,0.01,0.0,0.01,0.0,0.2,0.07,0.05,0.05,0.06,0.0,0.0,0.0,0.0,0.14,0.0,0.18,0.02,0.07
YEDIYESELE,2024,1,WIND_STORM,0.17,0.02,0.03,0.01,0.05,0.0,0.16,0.02,0.07,0.03,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.07,0.02,0.19
APATAIM,2024,1,EPIDEMIC,0.13,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.13,0.01,0.15,0.02,0.07
TEBAKROM,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.03,0.01,0.17,0.02,0.06,0.02,0.0,0.03,0.0,0.0,0.02,0.15,0.0,0.08,0.02,0.16
BAMIANKOR,2024,1,EPIDEMIC,0.12,0.05,0.02,0.01,0.02,0.0,0.22,0.05,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.02,0.08
AXIM,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
KEGYINA,2024,1,EPIDEMIC,0.1,0.03,0.03,0.01,0.01,0.0,0.27,0.03,0.06,0.03,0.0,0.01,0.0,0.0,0.0,0.16,0.02,0.11,0.04,0.09
AYISAKRO,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
BOKAZO,2024,1,EPIDEMIC,0.12,0.06,0.02,0.01,0.02,0.0,0.23,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.02,0.07
GWIRA BANSO,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
ANTO KUBEKRO,2024,1,EPIDEMIC,0.13,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.13,0.01,0.15,0.02,0.07
SEKYERE ABRODZERUM,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.02,0.18,0.02,0.07,0.03,0.0,0.02,0.0,0.0,0.02,0.15,0.0,0.08,0.03,0.13
AKYEMPIM,2024,1,RAIN_STORM,0.09,0.03,0.01,0.0,0.0,0.0,0.16,0.03,0.03,0.07,0.11,0.0,0.01,0.0,0.0,0.13,0.01,0.19,0.02,0.11
JERUSALEM,2024,1,EPIDEMIC,0.13,0.04,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.04,0.1
BOKOKROM,2024,1,EPIDEMIC,0.12,0.06,0.02,0.01,0.02,0.0,0.23,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.02,0.07
ALLAN BEACH,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.02,0.07
NEW TAKORADI,2024,1,EPIDEMIC,0.15,0.04,0.05,0.02,0.02,0.0,0.18,0.02,0.04,0.04,0.0,0.01,0.0,0.0,0.01,0.16,0.01,0.11,0.04,0.1
NKROFUL NKWANTA,2024,1,EPIDEMIC,0.15,0.04,0.05,0.02,0.02,0.0,0.19,0.02,0.05,0.04,0.0,0.01,0.0,0.0,0.01,0.17,0.01,0.1,0.03,0.09
KOJOKROM,2024,1,EPIDEMIC,0.13,0.04,0.04,0.02,0.02,0.0,0.22,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.09
TAKORADI,2024,1,EPIDEMIC,0.13,0.02,0.03,0.01,0.01,0.02,0.22,0.02,0.1,0.02,0.0,0.02,0.0,0.0,0.03,0.14,0.0,0.09,0.03,0.11
AMANFUL,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.02,0.07
KANSAWORDO,2024,1,EPIDEMIC,0.13,0.04,0.04,0.02,0.02,0.0,0.22,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.09
TAKORADI NO.1,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.03,0.02,0.17,0.02,0.07,0.02,0.0,0.03,0.0,0.0,0.02,0.15,0.0,0.09,0.02,0.13
SEKONDI,2024,1,EPIDEMIC,0.13,0.02,0.03,0.01,0.01,0.02,0.22,0.02,0.1,0.03,0.0,0.02,0.0,0.0,0.03,0.13,0.0,0.09,0.03,0.11
"NTAKOFUL,KANSAWORDO,DIBENE",2024,1,MAN_MADE,0.17,0.04,0.04,0.01,0.02,0.0,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.19,0.0,0.09,0.03,0.1
ASANKRANGWA,2024,1,EPIDEMIC,0.11,0.04,0.01,0.0,0.01,0.0,0.22,0.06,0.06,0.02,0.03,0.0,0.0,0.0,0.0,0.15,0.01,0.21,0.02,0.05
ASUOHYIAM,2024,1,EPIDEMIC,0.1,0.04,0.01,0.0,0.01,0.0,0.22,0.05,0.06,0.03,0.02,0.0,0.0,0.0,0.0,0.16,0.01,0.21,0.02,0.06
SAMREBOI,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.02,0.18,0.02,0.06,0.03,0.0,0.02,0.0,0.0,0.02,0.16,0.0,0.08,0.03,0.13
BREMAN,2024,1,EPIDEMIC,0.1,0.05,0.02,0.0,0.01,0.0,0.25,0.05,0.06,0.01,0.02,0.0,0.0,0.0,0.0,0.16,0.02,0.18,0.02,0.05
MUMUNI,2024,1,EPIDEMIC,0.15,0.04,0.05,0.02,0.02,0.0,0.19,0.02,0.04,0.03,0.0,0.01,0.0,0.0,0.01,0.15,0.01,0.11,0.05,0.1
PATAKORO,2024,1,EPIDEMIC,0.17,0.04,0.04,0.01,0.02,0.01,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.18,0.0,0.09,0.03,0.1
ATOBRAKROM,2024,1,EPIDEMIC,0.1,0.04,0.01,0.0,0.01,0.0,0.22,0.05,0.06,0.03,0.02,0.0,0.0,0.0,0.0,0.16,0.01,0.21,0.02,0.06
JAMESBOA,2024,1,EPIDEMIC,0.13,0.04,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.04,0.1
GYAMAN,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
SIKA NTI,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.03,0.18,0.02,0.07,0.03,0.0,0.02,0.0,0.0,0.02,0.15,0.0,0.08,0.03,0.12
KWABENG,2024,1,EPIDEMIC,0.13,0.04,0.05,0.02,0.02,0.0,0.21,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.09
ODAA AHENKRO,2024,1,MAN_MADE,0.17,0.04,0.04,0.01,0.02,0.0,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.19,0.0,0.09,0.03,0.1
MEMPEASEM,2024,1,EPIDEMIC,0.14,0.04,0.05,0.02,0.02,0.0,0.19,0.02,0.04,0.03,0.0,0.01,0.0,0.0,0.0,0.18,0.01,0.11,0.05,0.09
AWORABO,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
AGYEIKROM,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.24,0.07,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.02,0.08
KROFROM,2024,1,EPIDEMIC,0.13,0.04,0.05,0.02,0.02,0.0,0.22,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.08
"GYIMAKROM,ADADEKROM",2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
EHYIRESO,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.12,0.05,0.07
BEPOH,2024,1,EPIDEMIC,0.12,0.05,0.02,0.01,0.02,0.0,0.22,0.05,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.02,0.08
"DAMANG,DUMASI",2024,1,EPIDEMIC,0.12,0.06,0.03,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.14,0.04,0.08
ELLOWULE,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.12,0.05,0.07
EHOAKA,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.12,0.05,0.07
ELUBO,2024,1,EPIDEMIC,0.12,0.04,0.03,0.0,0.01,0.0,0.29,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.12,0.04,0.06
HALF ASSIN,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
"ANLOMATOUPE,HALF ASSINI,TAKINTA,ATWEBA, EDOBO,ELENDA,EFFASU,ENZINYI TIANU,BOAKWA",2024,1,EPIDEMIC,0.13,0.05,0.02,0.0,0.02,0.0,0.26,0.07,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.02,0.06
AMANZULE NORTH,2024,1,EPIDEMIC,0.13,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.02,0.07
EKEGYINA,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.12,0.05,0.07
"OLD EDOBO,NEWEDOBO,ATWEBANSO",2024,1,MAN_MADE,0.17,0.04,0.04,0.01,0.02,0.0,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.19,0.0,0.09,0.03,0.1
OLD EDOBO,2024,1,MAN_MADE,0.17,0.04,0.04,0.01,0.02,0.0,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.19,0.0,0.09,0.03,0.1
NEW EDOBO,2024,1,EPIDEMIC,0.15,0.04,0.05,0.02,0.02,0.0,0.19,0.02,0.04,0.03,0.0,0.01,0.0,0.0,0.01,0.15,0.01,0.11,0.05,0.1
ATWEBAN,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
ALEWULE,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.02,0.07
KABSUAZO,2024,1,EPIDEMIC,0.13,0.04,0.04,0.02,0.02,0.0,0.22,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.09
J/WHARF,2024,1,EPIDEMIC,0.13,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.04,0.1
"DOMINASE,KYEIKROM,ASUMAUM",2024,1,EPIDEMIC,0.13,0.06,0.03,0.01,0.02,0.0,0.22,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.16,0.01,0.14,0.05,0.08
PENSAN,2024,1,EPIDEMIC,0.17,0.04,0.04,0.01,0.02,0.01,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.18,0.0,0.09,0.03,0.1
MANSO AMENFI,2024,1,EPIDEMIC,0.13,0.04,0.05,0.02,0.02,0.0,0.2,0.02,0.04,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.09
ADENTIEM,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.22,0.07,0.02,0.07,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.02,0.08
SARBON ZONGO,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.02,0.18,0.02,0.07,0.03,0.0,0.02,0.0,0.0,0.02,0.15,0.0,0.08,0.03,0.13
APREMDO,2024,1,EPIDEMIC,0.13,0.05,0.02,0.0,0.02,0.0,0.24,0.07,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.14,0.01,0.17,0.02,0.06
EFFIA,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.22,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.13,0.05,0.07
ABENBOBOM,2024,1,EPIDEMIC,0.09,0.03,0.01,0.0,0.01,0.0,0.18,0.07,0.09,0.04,0.06,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.02,0.06
NEWSITE,2024,1,EPIDEMIC,0.12,0.03,0.04,0.01,0.01,0.0,0.22,0.02,0.07,0.04,0.0,0.01,0.0,0.0,0.01,0.15,0.02,0.12,0.04,0.09
"KUBEKOR,NTAAKROM",2024,1,EPIDEMIC,0.13,0.04,0.05,0.02,0.02,0.0,0.21,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.09
APEMENIM,2024,1,EPIDEMIC,0.13,0.05,0.02,0.0,0.02,0.0,0.24,0.08,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.13,0.01,0.16,0.02,0.06
ADJUMAKO MPATAASE,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.22,0.07,0.02,0.07,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.02,0.08
GYABENEKROM,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
ASEMBA,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.06,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.14,0.01,0.19,0.02,0.06
ASEMKOW,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
EWUSIEJOE,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
MPAYINASA,2024,1,EPIDEMIC,0.14,0.04,0.05,0.02,0.02,0.0,0.19,0.02,0.04,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.02,0.11,0.05,0.09
PRINCESS AKATAKYI,2024,1,EPIDEMIC,0.16,0.03,0.04,0.01,0.02,0.01,0.18,0.02,0.06,0.03,0.0,0.02,0.0,0.0,0.01,0.18,0.0,0.09,0.03,0.11
HOPOTO,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.04,0.09
AKETENCHI,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.25,0.07,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.02,0.08
FIATI,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
SANKOR,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.02,0.18,0.02,0.06,0.03,0.0,0.02,0.0,0.0,0.02,0.16,0.0,0.08,0.03,0.13
DUAHOROZO,2024,1,EPIDEMIC,0.12,0.05,0.04,0.01,0.02,0.0,0.23,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.13,0.05,0.08
ENOE,2024,1,EPIDEMIC,0.15,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.12,0.05,0.08
MANSO,2024,1,EPIDEMIC,0.09,0.03,0.04,0.01,0.0,0.0,0.19,0.01,0.04,0.04,0.03,0.01,0.0,0.0,0.0,0.13,0.04,0.15,0.03,0.16
"K9,MANSO",2024,1,EPIDEMIC,0.13,0.04,0.04,0.02,0.02,0.0,0.22,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.09
WASSA AGONA,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.05,0.0,0.17,0.02,0.07,0.05,0.0,0.02,0.0,0.0,0.01,0.14,0.0,0.07,0.02,0.15
"SUBRISO,AKOON NZEMAFOKROM,BANSO DOMEABRA",2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.02,0.02,0.18,0.02,0.07,0.03,0.0,0.02,0.0,0.0,0.02,0.15,0.0,0.08,0.03,0.13
"OLD TOWN,KWAMNAEKROM,ROMAN CATHOLIC SCHOOL",2024,1,EPIDEMIC,0.17,0.04,0.04,0.01,0.02,0.01,0.18,0.02,0.05,0.03,0.0,0.02,0.0,0.0,0.01,0.18,0.0,0.09,0.03,0.1
BONSA,2024,1,EPIDEMIC,0.1,0.04,0.02,0.0,0.01,0.0,0.22,0.03,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.15,0.01,0.22,0.02,0.06
CYANIDE,2024,1,EPIDEMIC,0.1,0.05,0.02,0.0,0.01,0.0,0.26,0.05,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.17,0.02,0.15,0.03,0.06
BRAHABEBOME,2024,1,EPIDEMIC,0.12,0.06,0.03,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.16,0.01,0.16,0.03,0.07
RAILWAY BANGALOW,2024,1,EPIDEMIC,0.16,0.03,0.04,0.01,0.02,0.01,0.18,0.02,0.06,0.03,0.0,0.02,0.0,0.0,0.01,0.18,0.0,0.09,0.03,0.11
BRENUAKYIM,2024,1,EPIDEMIC,0.12,0.06,0.03,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.16,0.01,0.16,0.03,0.07
TEBREBE,2024,1,EPIDEMIC,0.16,0.02,0.04,0.01,0.05,0.0,0.17,0.02,0.07,0.02,0.0,0.02,0.0,0.0,0.01,0.15,0.0,0.07,0.02,0.17
Brenuakyim,2024,1,EPIDEMIC,0.12,0.06,0.03,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.16,0.03,0.07
Brahabebome,2024,1,EPIDEMIC,0.1,0.04,0.02,0.0,0.01,0.0,0.22,0.03,0.05,0.04,0.02,0.0,0.0,0.0,0.0,0.16,0.02,0.21,0.02,0.06
Bankyim,2024,1,EPIDEMIC,0.12,0.06,0.03,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.17,0.01,0.16,0.03,0.06
Akyempim,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
Dompim-Pepesa,2024,1,EPIDEMIC,0.13,0.05,0.04,0.01,0.02,0.0,0.23,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.13,0.05,0.08
Adiewoso,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
ANOMAKOKROM,2024,1,EPIDEMIC,0.13,0.05,0.02,0.0,0.02,0.0,0.26,0.07,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.02,0.06
BUNG,2024,1,EPIDEMIC,0.12,0.06,0.03,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.17,0.01,0.16,0.03,0.06
ADWOZE,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.07,0.02,0.06,0.05,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.02,0.08
ATWEREBOANDA,2024,1,EPIDEMIC,0.12,0.05,0.02,0.0,0.02,0.0,0.23,0.05,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.15,0.01,0.18,0.02,0.07
KPOKORKOPE,2024,1,EPIDEMIC,0.13,0.04,0.05,0.02,0.02,0.0,0.22,0.03,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.05,0.08
